relative_path,image_id,category,license,author,author_profile_url,title,original_url,original_landing_url,original_md5,openimages_subset,openimages_metadata_file,note
Gallery_images/OpenImage/Banner/0014981a8b71a724.jpg,0014981a8b71a724,Banner,https://creativecommons.org/licenses/by/2.0/,Anthony Quintano,,AVP Nivea Tour Belmar Open 2010,https://farm5.staticflickr.com/4096/4736658703_bcdc28c0d1_o.jpg,,d7N7SrsUK88f3OZtviIiBA==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Bathroom/232bbb9e03a00c50.jpg,232bbb9e03a00c50,Bathroom,https://creativecommons.org/licenses/by/2.0/,Chris Miller,,IMG_2888,https://farm1.staticflickr.com/7055/6930190703_e122aa48aa_o.jpg,,jV4bwJpgQmTyR8LbbwYyUQ==,test,test-images-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Bed/0045dd96bf73936c.jpg,0045dd96bf73936c,Bed,https://creativecommons.org/licenses/by/2.0/,Mark Gstohl,,Maddie Sitting on Grannie's Shirt,https://c5.staticflickr.com/4/3090/3153525887_c561c2e70e_o.jpg,,aCiaT6FXuaop15mmT5N4nw==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Bicycle/000c693523091d8c.jpg,000c693523091d8c,Bicycle,https://creativecommons.org/licenses/by/2.0/,bfishadow,,TEDxBeijing: Ines' bike tricks,https://c5.staticflickr.com/3/2586/4100318457_c5b807a0ab_o.jpg,,4dDTQTESEOaa8+FDfq0XQw==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Billboard/00837e895ee4701f.jpg,00837e895ee4701f,Billboard,https://creativecommons.org/licenses/by/2.0/,shankar s.,,Islamic book store,https://c8.staticflickr.com/9/8306/7904755412_dc6bffb598_o.jpg,,qzDPHmfF9+mIhka0P40LdA==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Bird/000f6e054dde03c8.jpg,000f6e054dde03c8,Bird,https://creativecommons.org/licenses/by/2.0/,Jannes Pockele,,Sad pigeon,https://c1.staticflickr.com/1/126/320658945_10b743d525_o.jpg,,KLkGJ+RuIgnfUBDKNOWpow==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Book/000a533ef1b9cacf.jpg,000a533ef1b9cacf,Book,https://creativecommons.org/licenses/by/2.0/,Karen Horton,,animalfarm,https://c8.staticflickr.com/3/2328/2216077836_8e339d3f42_o.jpg,,1+3zjVKU6XdtiaVTVzrsCg==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Bottle/0007ff438786b5ff.jpg,0007ff438786b5ff,Bottle,https://creativecommons.org/licenses/by/2.0/,Matt Barber,,Massive automatic Nerf gun in the office,https://c8.staticflickr.com/3/2740/4265655301_9926a440c8_o.jpg,,HR37WnmpBOxusxzFf/Bs9g==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Bow_and_arrow/0950ce602a588bae.jpg,0950ce602a588bae,Bow_and_arrow,https://creativecommons.org/licenses/by/2.0/,Elvert Barnes,,Derrick2.Shore.MD.26jun93,https://c7.staticflickr.com/1/29/36735364_d6ff7deb4b_o.jpg,,lohYEtwaYLmIRTIYG/c2yw==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Box/0012a3d879bdc21e.jpg,0012a3d879bdc21e,Box,https://creativecommons.org/licenses/by/2.0/,goblinbox_(queen_of_ad_hoc_bento),,Avocado's progress,https://c7.staticflickr.com/8/7499/16176882625_1b20b53887_o.jpg,,nWGtg45RLSgkVNxeRU6cfQ==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Bus/001f480aa6899a21.jpg,001f480aa6899a21,Bus,https://creativecommons.org/licenses/by/2.0/,Martin Hricko,,Outside World,https://farm2.staticflickr.com/8283/7678905094_6228b98906_o.jpg,,r5oEnipPPRm0l603FSMOJA==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Cabinet/122d5ed6405cfd3a.jpg,122d5ed6405cfd3a,Cabinet,https://creativecommons.org/licenses/by/2.0/,Alex Harden,,DSC04326,https://c3.staticflickr.com/8/7166/6531749029_1efca5d99b_o.jpg,,E4wIBd9Z2Euu0L5MofMbSw==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Cannon/05bb2b86376a3e37.jpg,05bb2b86376a3e37,Cannon,https://creativecommons.org/licenses/by/2.0/,Thomas Quine,,Artillery,https://farm8.staticflickr.com/7228/13282724384_1a92682c24_o.jpg,,6kKQLif6orUWozI6cJhTOA==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Canoe/00a0c94e35af22ba.jpg,00a0c94e35af22ba,Canoe,https://creativecommons.org/licenses/by/2.0/,Brian Lamb,,House canoe,https://c3.staticflickr.com/4/3704/8756294466_1efa40aef8_o.jpg,,W0Drz6OORIF5G5PZQEIC+g==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Car/0002262376683c96.jpg,0002262376683c96,Car,https://creativecommons.org/licenses/by/2.0/,Steven Damron,,war of the worlds set 2,https://farm7.staticflickr.com/5307/5597510130_56163ecbf9_o.jpg,,aKaomT0gIInb1Bv/x8ABOQ==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Cave/0822d58bd241804e.jpg,0822d58bd241804e,Cave,https://creativecommons.org/licenses/by/2.0/,Jérôme Decq,,"Enattendant qu'une table se libère, au coin du feu",https://c7.staticflickr.com/6/5123/5327695195_051baa3ec9_o.jpg,,rmaaofqQQkftGwi6hw6S/g==,test,test-images-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Chair/00031197fb7b015d.jpg,00031197fb7b015d,Chair,https://creativecommons.org/licenses/by/2.0/,CEHURD CEHURD,,CEHURD Buikwe Health Camp - Nyenga,https://c6.staticflickr.com/4/3926/15028309026_725974cbd1_o.jpg,,XfSweRXjj8upg/Zc7Jecog==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Child/002b485961004f52.jpg,002b485961004f52,Child,https://creativecommons.org/licenses/by/2.0/,Bruno Covas,,25 anos da SMA 24-03-2011 14-57,https://farm3.staticflickr.com/5132/5556614297_9e0b766727_o.jpg,,xUte8CYLQ9iVckj+Czb8vQ==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Christmas/0bf8a1dc0827950f.jpg,0bf8a1dc0827950f,Christmas,https://creativecommons.org/licenses/by/2.0/,othree,,台中第四信用合作社,https://c8.staticflickr.com/3/2868/10927231536_f1211af17b_o.jpg,,AWD2kqhHRn9JU7228X6Qaw==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Coin/011f4b4703921207.jpg,011f4b4703921207,Coin,https://creativecommons.org/licenses/by/2.0/,Jorge Mejía peralta,,IMG_3092,https://farm8.staticflickr.com/8148/7607009972_e0a74ac386_o.jpg,,67wooPJ7yjwDPADgm8Ljdg==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Computer/00f296ae1015adcd.jpg,00f296ae1015adcd,Computer,https://creativecommons.org/licenses/by/2.0/,Hands on Support,,Computer Suite,https://c6.staticflickr.com/1/113/316306573_ae49c4cda2_o.jpg,,+7lg6glcdJ8ohWU8mqP0Pw==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Credit_card/01dcc4deffdd97c5.jpg,01dcc4deffdd97c5,Credit_card,https://creativecommons.org/licenses/by/2.0/,Club Atletismo Ardoi,,Tutera gizonak0130,https://farm6.staticflickr.com/7027/6829181495_b275fc0c13_o.jpg,,ji16kCfHSTJTZhoau5G0WQ==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Cruise_ship/fc734066ccb54806.jpg,fc734066ccb54806,Cruise_ship,https://creativecommons.org/licenses/by/2.0/,Jamie C2009,,Sydney,https://farm7.staticflickr.com/7423/11608997476_df6d0f01e4_o.jpg,,9POdmH32O1XzDxJvhvvyCw==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Dagger/03e4bb9a4c3685b7.jpg,03e4bb9a4c3685b7,Dagger,https://creativecommons.org/licenses/by/2.0/,Edinburgh City of Print,,Bookbinder's knife,https://farm8.staticflickr.com/4001/4203669032_8270ae8470_o.jpg,,nllV3y+8Y3V7G5uukez7DA==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Dance/023b79c3746f5ec5.jpg,023b79c3746f5ec5,Dance,https://creativecommons.org/licenses/by/2.0/,Christopher,,&quot;Traditional&quot; Arab Dancing,https://farm6.staticflickr.com/3116/3250819874_e7bf48025b_o.jpg,,5kiKpxHmue9I81Xm+hvnFg==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Dish/034b8e399e875354.jpg,034b8e399e875354,Dish,https://creativecommons.org/licenses/by/2.0/,Christy DeKoning,,squirrels1,https://farm5.staticflickr.com/4091/5065306711_b4bb2d71b7_o.jpg,,l3bIegpSp3KBJvXQIv+rYg==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Doll/00ec3bf236d6e83f.jpg,00ec3bf236d6e83f,Doll,https://creativecommons.org/licenses/by/2.0/,Dorothy,,Kalie's way of helping,https://c8.staticflickr.com/3/2246/2939552145_eca620ff9a_o.jpg,,Z4JEzLjPbD4gjftcHxaPlw==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Drawing/0108ffa50526b38f.jpg,0108ffa50526b38f,Drawing,https://creativecommons.org/licenses/by/2.0/,Marasmusine,,Duncan's Snakes and Ladders,https://c8.staticflickr.com/6/5213/5455911879_2cc03fb2f7_o.jpg,,L+0t0v3c5RdGiq/Xn2ujxg==,test,test-images-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Driving/043da14a3be381cc.jpg,043da14a3be381cc,Driving,https://creativecommons.org/licenses/by/2.0/,jdj150,,20080803_0359,https://c5.staticflickr.com/4/3139/2731705685_3f53d3020e_o.jpg,,sgEbbhb6lv2yKuQ6y55nww==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Drone/399ddc9f30fa58be.jpg,399ddc9f30fa58be,Drone,https://creativecommons.org/licenses/by/2.0/,David J,,Phantom Quadcopter,https://c7.staticflickr.com/4/3879/14642699249_92b992d0d3_o.jpg,,EEVCIkKXtQRmNxI9U0cIAw==,test,test-images-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Drum/016fc6927ea6a1d4.jpg,016fc6927ea6a1d4,Drum,https://creativecommons.org/licenses/by/2.0/,Treefort Music Fest,,BandDialogIII-Treefort2015-credit-Christina-Birkinbine 04,https://farm5.staticflickr.com/8754/17160826171_7af554b43b_o.jpg,,Ay0gigBRzaR3oH/7FfY85A==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Dumbbell/1d944e1e1ab1f452.jpg,1d944e1e1ab1f452,Dumbbell,https://creativecommons.org/licenses/by/2.0/,Brisbane City Council,,Hibiscus Sports Complex gym,https://farm3.staticflickr.com/8002/7445930526_30853a962c_o.jpg,,shzvsmU64Xabx7pE76pB7w==,validation,validation-images-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Earth/25ab0a5aaaf53cd8.jpg,25ab0a5aaaf53cd8,Earth,https://creativecommons.org/licenses/by/2.0/,Backbone Campaign,,Earth Day Highlights,https://c1.staticflickr.com/1/358/18565821874_2b953e84a0_o.jpg,,X5GLZMwSczL5BGpwyGLteA==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Eating/02669aa65fc62de2.jpg,02669aa65fc62de2,Eating,https://creativecommons.org/licenses/by/2.0/,Commodore Gandalf Cunningham,,Toronto farm - Don Valley,https://farm3.staticflickr.com/4018/4633863090_eda2916b3e_o.jpg,,icNQ4+2E8lpY5Wi+MKog5g==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Eraser/3a6e2706adb1c0bd.jpg,3a6e2706adb1c0bd,Eraser,https://creativecommons.org/licenses/by/2.0/,Mark Taylor Cunningham,,sun night homework april 18th 2010,https://c6.staticflickr.com/5/4046/4600219096_98323451dc_o.jpg,,wIBTQIaeFbLmwfmS0ViCyg==,test,test-images-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Exhibition/27911c3274767130.jpg,27911c3274767130,Exhibition,https://creativecommons.org/licenses/by/2.0/,Charles Barilleaux,,MiG-29,https://farm1.staticflickr.com/8424/7869559148_e8059e26ea_o.jpg,,fh9qDzESuMVmkgf7yiaaow==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Fern/bced377f3a91bb78.jpg,bced377f3a91bb78,Fern,https://creativecommons.org/licenses/by/2.0/,Linda N.,,Fungi!,https://c1.staticflickr.com/8/7148/6441954943_a53276818b_o.jpg,,UdABcrls4fMXI8eJnXgb4w==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Ferry/6418baadfa44ef19.jpg,6418baadfa44ef19,Ferry,https://creativecommons.org/licenses/by/2.0/,Rusty Clark - On the Air M-F 8am-noon,,"Downtown Disney, Orlando FL",https://c2.staticflickr.com/4/3750/10044678113_c2d5e5b1bb_o.jpg,,KQA+72J1/jCBSTO+aDGJbg==,validation,validation-images-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Figurine/12aba8379e3123d3.jpg,12aba8379e3123d3,Figurine,https://creativecommons.org/licenses/by/2.0/,Les Chatfield,,Another fast train,https://farm4.staticflickr.com/5/5061914_7cba4369ed_o.jpg,,BsOnlyzViQTDpuzCF9jLnQ==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Firefighter/897508307e095529.jpg,897508307e095529,Firefighter,https://creativecommons.org/licenses/by/2.0/,Trish Snyder,,Xmas prezzie,https://c2.staticflickr.com/1/39/75977257_e16501f7f3_o.jpg,,YBTzzsgXtOnBqJn6ZL75aw==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Flute/057b116d242c8e3f.jpg,057b116d242c8e3f,Flute,https://creativecommons.org/licenses/by/2.0/,Jose Luis Cernadas Iglesias,,4620-Fan Yu Dancing Group (Taiwan) en el Festival Folclorico de Coruña,https://c8.staticflickr.com/6/5665/20768950046_ba2ce20c47_o.jpg,,bnnfmlQGGqiscoKe3eI0+w==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Fog/0523fff85e1198e7.jpg,0523fff85e1198e7,Fog,https://creativecommons.org/licenses/by/2.0/,Ronnie Macdonald,,Red Arrows,https://farm8.staticflickr.com/3831/19913460056_de897a736f_o.jpg,,VXaj5hCjj7lfYK6JIUQQ7A==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Folder/1e2048983f86e44d.jpg,1e2048983f86e44d,Folder,https://creativecommons.org/licenses/by/2.0/,Frank E.,,DSC01580,https://c6.staticflickr.com/1/112/280022482_114aeef552_o.jpg,,sivbMoCugC4UZ/mNRjSSlg==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Formal_wear/32f2f7d84b49e4a6.jpg,32f2f7d84b49e4a6,Formal_wear,https://creativecommons.org/licenses/by/2.0/,PMDB Nacional,,All Photos-20,https://farm7.staticflickr.com/8563/16085428704_399faa1938_o.jpg,,E0DwSxnrYlWPPgfr5/IVhg==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Fruit/001dd90fc5ae92c9.jpg,001dd90fc5ae92c9,Fruit,https://creativecommons.org/licenses/by/2.0/,Chris Evans,,Apples,https://c2.staticflickr.com/9/8439/7992895184_ec5ba35014_o.jpg,,gthjFrS+IXIFeAuFZwgfrQ==,test,test-images-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Fungus/15ee59653a6cc911.jpg,15ee59653a6cc911,Fungus,https://creativecommons.org/licenses/by/2.0/,Robert Spiegel,,2012-12-07; Fox Den Cave,https://farm2.staticflickr.com/7031/6661287145_626fa83611_o.jpg,,xSLbZ6QWI2suEchxhuziAw==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Glider/8d2f12c3294b43a3.jpg,8d2f12c3294b43a3,Glider,https://creativecommons.org/licenses/by/2.0/,Abi Skipp,,Just about to get strapped in.,https://farm4.staticflickr.com/3560/3283335377_c514e490dd_o.jpg,,Xy0zO8m3lSWoR7QzUVMJag==,test,test-images-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Gold/03d5b47a45cf0aca.jpg,03d5b47a45cf0aca,Gold,https://creativecommons.org/licenses/by/2.0/,Benjamin Philipp,,Frog King,https://c3.staticflickr.com/9/8433/7850141836_b70a834b24_o.jpg,,ZzIx5znet7dpvpwy/YaflA==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Guitar/000b70a84aab664b.jpg,000b70a84aab664b,Guitar,https://creativecommons.org/licenses/by/2.0/,ocean yamaha,,20060819_mg_3889.jpg,https://c4.staticflickr.com/1/84/220817922_b897b124dc_o.jpg,,sqi+HOH2Qgz6f0Tudw+Kkw==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Gym/1df42bba81229d7d.jpg,1df42bba81229d7d,Gym,https://creativecommons.org/licenses/by/2.0/,Jorge Mejía peralta,,IMG_1216,https://c6.staticflickr.com/8/7079/7162162987_1c23e1777f_o.jpg,,UkVqPjx9p2gfdR4Z3y5AUA==,validation,validation-images-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Hammer/06007c80185794eb.jpg,06007c80185794eb,Hammer,https://creativecommons.org/licenses/by/2.0/,DaveBleasdale,,IMGP2730.jpg,https://c4.staticflickr.com/4/3914/14458677528_b0a98c18d2_o.jpg,,KNwjX9Se3/1tYhLxH62dew==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Hat/000d966601bd6ab0.jpg,000d966601bd6ab0,Hat,https://creativecommons.org/licenses/by/2.0/,lsankey2,,IMG_0310,https://farm1.staticflickr.com/3223/5723208226_1281431e5f_o.jpg,,viK5xRBZdGc4EJkwBXaa/w==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Helicopter/01e447828c5d208e.jpg,01e447828c5d208e,Helicopter,https://creativecommons.org/licenses/by/2.0/,Jerry Gunner,,4142/BOH an Aerospatiale SA.342M Gazelle of the French Army's  5 RHC / EHLR 1 based at Pau,https://c7.staticflickr.com/4/3355/3218406618_2e525c2e04_o.jpg,,Jkels6tFNobnCs4/1XHR0w==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Hill/0045a6b8282e2762.jpg,0045a6b8282e2762,Hill,https://creativecommons.org/licenses/by/2.0/,Mike Baird,,2014-05-08 Orca Killer Whale Morro Bay Breach Two,https://farm3.staticflickr.com/7458/13962225110_504fed6a51_o.jpg,,8g1dB7eQPkTeiH01hRUFyw==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Hospital/1fc8576317033787.jpg,1fc8576317033787,Hospital,https://creativecommons.org/licenses/by/2.0/,Mr Thinktank,,DSCI0230,https://farm8.staticflickr.com/8143/7326814104_3cbe4f1918_o.jpg,,a8aalzLpwVy5qbn8q26wzg==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Hot_air_balloon/058ec031df137077.jpg,058ec031df137077,Hot_air_balloon,https://creativecommons.org/licenses/by/2.0/,Jessica Fiess-Hill,,balloon-26,https://farm8.staticflickr.com/3854/14703389135_2002d0ee0e_o.jpg,,hnJ5HXNFayKAVs3zvvatJg==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Invoice/39f29de13ab63205.jpg,39f29de13ab63205,Invoice,https://creativecommons.org/licenses/by/2.0/,Ettore  Bechis,,#Tattoo #tatuaggio #Miami #tatuatore #tattooartist #EttoreBechis #Absolution #Salvation #Lounge #ink #Inked #Cantu' #colore #Blackandgray #Magazine #Musink #realistic #realistico #cartoon #dove,https://farm6.staticflickr.com/5451/13898177468_4036e0cba4_o.jpg,,aJ4KKK19fU5/5y26eFnVqg==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Kayak/1ee57dfa8a29168b.jpg,1ee57dfa8a29168b,Kayak,https://creativecommons.org/licenses/by/2.0/,Thomas &amp; Dianne Jones,,Deep Fork River Paddling in December,https://c4.staticflickr.com/3/2181/2087648105_62fe128a0c_o.jpg,,pJdKOZBwZV+cj7nA15YM0g==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Kitchen/01b530e2ea2a9138.jpg,01b530e2ea2a9138,Kitchen,https://creativecommons.org/licenses/by/2.0/,Ol.v!er [H2vPk],,nettoyage industriel,https://c1.staticflickr.com/1/42/125849681_3a620f9036_o.jpg,,3aAvZ9NGeOvCk1rUWWjvfA==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Kite/022e10168a8b7d9f.jpg,022e10168a8b7d9f,Kite,https://creativecommons.org/licenses/by/2.0/,David King,,Haifa Kite Festival,https://c8.staticflickr.com/4/3077/2726062050_eb5f7abac0_o.jpg,,LtbEv6PzaEy3yK2EdVJhSw==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Lake/02813f701e310968.jpg,02813f701e310968,Lake,https://creativecommons.org/licenses/by/2.0/,Tristan Schmurr,,Marina Bay Sands and balloons,https://c1.staticflickr.com/8/7163/6643508125_4bae5f8b3f_o.jpg,,mKHTom88oVufkt1KL08sUw==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Lipstick/0030276ae388af33.jpg,0030276ae388af33,Lipstick,https://creativecommons.org/licenses/by/2.0/,Alexa,,DSC_0596,https://farm4.staticflickr.com/4047/4445021800_1b87cd1b27_o.jpg,,dkcVFoYk+De/8cHy8w43WQ==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Living_room/064770b90acce39c.jpg,064770b90acce39c,Living_room,https://creativecommons.org/licenses/by/2.0/,Alan Light,,542,https://c5.staticflickr.com/1/102/253574029_6c79ee954b_o.jpg,,2JsFuUUcDwSCSRrjK+pOUw==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Magazine/05f0e33e13e09247.jpg,05f0e33e13e09247,Magazine,https://creativecommons.org/licenses/by/2.0/,CHRIS DRUMM,,emmylou harris- all i intended to be,https://farm8.staticflickr.com/8762/18136212130_992ac57519_o.jpg,,2AIM+JS7RZTMQv1oMb4Lmg==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Mammal/72d4d9e8cd2c51a5.jpg,72d4d9e8cd2c51a5,Mammal,https://creativecommons.org/licenses/by/2.0/,Rick&amp;Brenda Beerhorst,,Bat girl no frame,https://farm6.staticflickr.com/3698/10408070463_0187f7930c_o.jpg,,1Yy5XhOmokmJ+ea40gRMvw==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Mars/70a5724affad6404.jpg,70a5724affad6404,Mars,https://creativecommons.org/licenses/by/2.0/,Yvonne Esperanza,,Ze Monsta (Monty) montague,https://farm5.staticflickr.com/1185/1331295903_43bdc2fa1d_o.jpg,,PY7UeD/QB1V6qg1YZMXNCg==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Meadow/df68993b2d61f30e.jpg,df68993b2d61f30e,Meadow,https://creativecommons.org/licenses/by/2.0/,James Stewart,,PB110648,https://c7.staticflickr.com/3/2543/4095828302_6425bfa66c_o.jpg,,la8vTBT1Sk2E+seIvnYnaA==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Microscope/4173e2e44e79d614.jpg,4173e2e44e79d614,Microscope,https://creativecommons.org/licenses/by/2.0/,Christopher Laumer,,nahant1_04,https://farm5.staticflickr.com/4128/5202246060_e38b0191b3_o.jpg,,6Ch1lWsMaWfmDah56+qgJQ==,test,test-images-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Moon/02a9acabce0f3add.jpg,02a9acabce0f3add,Moon,https://creativecommons.org/licenses/by/2.0/,Maurits Verbiest,,Blood Moon,https://c6.staticflickr.com/1/714/21819609355_19a27c3b89_o.jpg,,ZnFMLi4YWG/LgAi0zHLRag==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Moss/25621b8f520adc62.jpg,25621b8f520adc62,Moss,https://creativecommons.org/licenses/by/2.0/,tim,,Wet green hair,https://farm3.staticflickr.com/1318/1425619003_32e78cbecf_o.jpg,,A/n0rqWlb9oUARbYFHBuNw==,validation,validation-images-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Motorcycle/00230cac98ad3f54.jpg,00230cac98ad3f54,Motorcycle,https://creativecommons.org/licenses/by/2.0/,OER Africa,,India-202.jpg,https://farm5.staticflickr.com/5441/8955709977_455d0ccb11_o.jpg,,IGUrWsn8IANTQGMQvLLXqw==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Mountain/00334122f228bb4d.jpg,00334122f228bb4d,Mountain,https://creativecommons.org/licenses/by/2.0/,Benny Wong,,At Santa Barbara Zoo,https://c6.staticflickr.com/9/8286/7517938480_356bc18c89_o.jpg,,+w3kpknuN2UODlCNwycqow==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
